"No.","Time","Source","Destination","Protocol","Length","Info"
"418","12.948763","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"419","12.954731","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=81, FN=0, Flags=.p.....TC"
"420","12.954742","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"421","12.955740","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=84, FN=0, Flags=.p....F.C"
"422","12.956730","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=84, FN=0, Flags=.p..R.F.C"
"423","12.956739","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"424","13.006762","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=85, FN=0, Flags=........C, BI=100, SSID=Coherer"
"425","13.108755","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=86, FN=0, Flags=........C, BI=100, SSID=Coherer"
"426","13.211716","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=87, FN=0, Flags=........C, BI=100, SSID=Coherer"
"427","13.267707","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","138","Data, SN=82, FN=0, Flags=.p.....TC"
"428","13.267725","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"429","13.284684","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","204","Data, SN=88, FN=0, Flags=.p....F.C"
"430","13.285677","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","204","Data, SN=88, FN=0, Flags=.p..R.F.C"
"431","13.286679","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"432","13.305707","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","140","Data, SN=83, FN=0, Flags=.p.....TC"
"433","13.306678","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"434","13.313678","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=89, FN=0, Flags=........C, BI=100, SSID=Coherer"
"435","13.403697","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=90, FN=0, Flags=.p....F.C"
"436","13.403712","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"437","13.404662","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=84, FN=0, Flags=.p.....TC"
"438","13.404670","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"439","13.405660","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","699","Data, SN=85, FN=0, Flags=.p.....TC"
"440","13.405677","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"441","13.416658","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=91, FN=0, Flags=........C, BI=100, SSID=Coherer"
"442","13.505667","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","128","Data, SN=92, FN=0, Flags=.p....F.C"
"443","13.505684","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"444","13.511646","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=93, FN=0, Flags=.p....F.C"
"445","13.515639","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=93, FN=0, Flags=.p..R.F.C"
"446","13.515669","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"447","13.516649","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","266","Data, SN=94, FN=0, Flags=.p....F.C"
"448","13.516661","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","266","Data, SN=94, FN=0, Flags=.p..R.F.C"
"449","13.516669","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","266","Data, SN=94, FN=0, Flags=.p..R.F.C"
"450","13.517639","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"451","13.517648","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=86, FN=0, Flags=.p.....TC"
"452","13.518646","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=95, FN=0, Flags=........C, BI=100, SSID=Coherer"
"453","13.612662","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=96, FN=0, Flags=.p....F.C"
"454","13.615639","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=96, FN=0, Flags=.p..R.F.C"
"455","13.617636","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=97, FN=0, Flags=.p..R.F.C"
"456","13.621630","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=99, FN=0, Flags=........C, BI=100, SSID=Coherer"
"457","13.656629","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","165","Data, SN=88, FN=0, Flags=.p.....TC"
"458","13.656641","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"459","13.667624","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","165","Data, SN=89, FN=0, Flags=.p.....TC"
"460","13.667637","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"461","13.673626","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","232","Data, SN=100, FN=0, Flags=.p....F.C"
"462","13.673645","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"463","13.677618","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","146","Data, SN=90, FN=0, Flags=.p.....TC"
"464","13.677628","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"465","13.682620","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","232","Data, SN=101, FN=0, Flags=.p....F.C"
"466","13.682632","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"467","13.687609","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","145","Data, SN=91, FN=0, Flags=.p.....TC"
"468","13.687619","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"469","13.695622","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","213","Data, SN=102, FN=0, Flags=.p....F.C"
"470","13.695634","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"471","13.696615","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=92, FN=0, Flags=.p.....TC"
"472","13.696624","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"473","13.697611","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","146","Data, SN=93, FN=0, Flags=.p.....TC"
"474","13.697620","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"475","13.700642","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","212","Data, SN=103, FN=0, Flags=.p....F.C"
"476","13.700657","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"477","13.707612","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","145","Data, SN=94, FN=0, Flags=.p.....TC"
"478","13.707621","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"479","13.714608","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=104, FN=0, Flags=.p....F.C"
"480","13.715618","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","213","Data, SN=107, FN=0, Flags=.p....F.C"
"481","13.715629","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"482","13.716609","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=97, FN=0, Flags=.p.....TC"
"483","13.716619","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"484","13.721617","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","212","Data, SN=108, FN=0, Flags=.p....F.C"
"485","13.721634","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"486","13.723606","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=109, FN=0, Flags=........C, BI=100, SSID=Coherer"
"487","13.813614","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","128","Data, SN=110, FN=0, Flags=.p....F.C"
"488","13.813631","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"489","13.825591","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=111, FN=0, Flags=........C, BI=100, SSID=Coherer"
"490","13.928574","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=112, FN=0, Flags=........C, BI=100, SSID=Coherer"
"491","13.934640","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","104","Data, SN=113, FN=0, Flags=.p....F.C"
"492","13.934660","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"493","13.935632","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","104","Data, SN=98, FN=0, Flags=.p.....TC"
"494","13.935648","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"495","14.031595","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=114, FN=0, Flags=........C, BI=100, SSID=Coherer"
"496","14.097582","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"497","14.098546","Apple_82:36:3a","IPv6mcast_ff:82:36:3a","802.11","148","Data, SN=99, FN=0, Flags=.p.....TC"
"498","14.133554","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=115, FN=0, Flags=........C, BI=100, SSID=Coherer"
"499","14.134544","Cisco-Li_82:b2:55","Spanning-tree-(for-bridges)_00","802.11","118","Data, SN=116, FN=0, Flags=.pm...F.C"
"500","14.135535","Apple_82:36:3a","IPv6mcast_ff:82:36:3a","802.11","152","Data, SN=117, FN=0, Flags=.p....F.C"
"501","14.235542","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=118, FN=0, Flags=........C, BI=100, SSID=Coherer"
"502","14.255532","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"503","14.256515","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","142","Data, SN=100, FN=0, Flags=.p.....TC"
"504","14.256596","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"505","14.270699","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"506","14.271662","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","185","Data, SN=119, FN=0, Flags=.p....F.C"
"507","14.271678","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"508","14.288526","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"509","14.289515","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","140","Data, SN=101, FN=0, Flags=.p.....TC"
"510","14.290583","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"511","14.338524","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=120, FN=0, Flags=........C, BI=100, SSID=Coherer"
"512","14.387524","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"513","14.388501","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=121, FN=0, Flags=.p....F.C"
"514","14.388511","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"515","14.388519","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"516","14.389492","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=102, FN=0, Flags=.p.....TC"
"517","14.389501","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"518","14.389507","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"519","14.390505","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","630","Data, SN=103, FN=0, Flags=.p.....TC"
"520","14.390522","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"521","14.440495","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=Coherer"
"522","14.460548","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"523","14.461493","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=104, FN=0, Flags=.p.....TC"
"524","14.461502","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"525","14.462487","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"526","14.463482","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=123, FN=0, Flags=.p....F.C"
"527","14.463493","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"528","14.464486","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"529","14.465482","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=105, FN=0, Flags=.p.....TC"
"530","14.465492","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"531","14.465498","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"532","14.466491","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=124, FN=0, Flags=.p....F.C"
"533","14.466499","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"534","14.492481","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"535","14.493483","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","128","Data, SN=125, FN=0, Flags=.p....F.C"
"536","14.493494","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"537","14.493573","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"538","14.495500","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","1576","Data, SN=126, FN=0, Flags=.p....F.C"
"539","14.495529","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"540","14.495534","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"541","14.496485","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","510","Data, SN=127, FN=0, Flags=.p....F.C"
"542","14.496499","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"543","14.496505","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"544","14.497478","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","128","Data, SN=106, FN=0, Flags=.p.....TC"
"545","14.497487","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"546","14.542531","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=128, FN=0, Flags=........C, BI=100, SSID=Coherer"
"547","14.645480","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=129, FN=0, Flags=........C, BI=100, SSID=Coherer"
"548","14.747456","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=130, FN=0, Flags=........C, BI=100, SSID=Coherer"
"549","14.850439","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=131, FN=0, Flags=........C, BI=100, SSID=Coherer"
"550","14.952424","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=132, FN=0, Flags=........C, BI=100, SSID=Coherer"
"551","14.961400","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"552","14.962427","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=107, FN=0, Flags=.p.....TC"
"553","14.962439","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"554","14.962446","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"555","14.963404","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=133, FN=0, Flags=.p....F.C"
"556","14.963414","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"557","15.055408","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=134, FN=0, Flags=........C, BI=100, SSID=Coherer"
"558","15.157392","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=135, FN=0, Flags=........C, BI=100, SSID=Coherer"
"559","15.259369","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=136, FN=0, Flags=........C, BI=100, SSID=Coherer"
"560","15.362365","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=137, FN=0, Flags=........C, BI=100, SSID=Coherer"
"561","15.464349","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=138, FN=0, Flags=........C, BI=100, SSID=Coherer"
"562","15.514366","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"563","15.515310","Apple_82:36:3a","IPv4mcast_fb","802.11","450","Data, SN=108, FN=0, Flags=.p.....TC"
"564","15.515325","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"565","15.567413","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=139, FN=0, Flags=........C, BI=100, SSID=Coherer"
"566","15.570421","Apple_82:36:3a","IPv4mcast_fb","802.11","454","Data, SN=140, FN=0, Flags=.p....F.C"
"567","15.669348","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=141, FN=0, Flags=........C, BI=100, SSID=Coherer"
"568","15.765297","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"569","15.766269","Apple_82:36:3a","IPv4mcast_fb","802.11","428","Data, SN=109, FN=0, Flags=.p.....TC"
"570","15.766284","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"571","15.772271","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=142, FN=0, Flags=........C, BI=100, SSID=Coherer"
"572","15.775267","Apple_82:36:3a","IPv4mcast_fb","802.11","432","Data, SN=143, FN=0, Flags=.p....F.C"
"573","15.874279","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=144, FN=0, Flags=........C, BI=100, SSID=Coherer"
"574","15.922260","11:5a:08:13:2c:86","18:9d:f4:e6:d1:7a","802.11","89","Aruba Management, SN=1406, FN=13, Flags=.p.PR...C"
"575","15.924259","4a:91:5a:a3:e4:0b","ef:bf:b9:f8:fe:3b","802.11","89","Probe Request, SN=557, FN=5, Flags=........C[Malformed Packet]"
"576","15.976235","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=145, FN=0, Flags=........C, BI=100, SSID=Coherer"
"577","16.070264","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"578","16.071223","Apple_82:36:3a","IPv4mcast_fb","802.11","428","Data, SN=110, FN=0, Flags=.p.....TC"
"579","16.071238","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"580","16.079214","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=146, FN=0, Flags=........C, BI=100, SSID=Coherer"
"581","16.082213","Apple_82:36:3a","IPv4mcast_fb","802.11","432","Data, SN=147, FN=0, Flags=.p....F.C"
"582","16.141224","Cisco-Li_16:94:73","Broadcast","802.11","77","Probe Request, SN=2700, FN=0, Flags=........C, SSID=linksys"
"583","16.142274","Cisco-Li_16:94:73","Broadcast","802.11","70","Probe Request, SN=2701, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"584","16.181216","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=148, FN=0, Flags=........C, BI=100, SSID=Coherer"
"585","16.182192","Cisco-Li_82:b2:55","Spanning-tree-(for-bridges)_00","802.11","118","Data, SN=149, FN=0, Flags=.p....F.C"
"586","16.276198","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"587","16.277183","Apple_82:36:3a","IPv6mcast_02","802.11","132","Data, SN=111, FN=0, Flags=.p.....TC"
"588","16.277194","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"589","16.284186","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=150, FN=0, Flags=........C, BI=100, SSID=Coherer"
"590","16.285176","Apple_82:36:3a","IPv6mcast_02","802.11","136","Data, SN=151, FN=0, Flags=.p....F.C"
"591","16.323197","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"592","16.325171","Apple_82:36:3a","IPv4mcast_fb","802.11","1116","Data, SN=112, FN=0, Flags=.p.....TC"
"593","16.325197","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"594","16.386186","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=152, FN=0, Flags=........C, BI=100, SSID=Coherer"
"595","16.395167","Apple_82:36:3a","IPv4mcast_fb","802.11","1120","Data, SN=153, FN=0, Flags=.p....F.C"
"596","16.466170","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"597","16.467148","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=113, FN=0, Flags=.p.....TC"
"598","16.467158","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"599","16.468148","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"600","16.469148","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=154, FN=0, Flags=.p....F.C"
"601","16.469157","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"602","16.489156","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=155, FN=0, Flags=........C, BI=100, SSID=Coherer"
"603","16.591217","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=156, FN=0, Flags=........C, BI=100, SSID=Coherer"
"604","16.693146","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=157, FN=0, Flags=........C, BI=100, SSID=Coherer"
"605","16.796116","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=158, FN=0, Flags=........C, BI=100, SSID=Coherer"
"606","16.898082","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=159, FN=0, Flags=........C, BI=100, SSID=Coherer"
"607","16.926081","11:5a:08:13:2c:86","18:9d:f4:e6:d1:7a","802.11","89","Aruba Management, SN=2363, FN=5, Flags=.p.PR...C"
"608","16.967133","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"609","16.968065","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=114, FN=0, Flags=.p.....TC"
"610","16.968074","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"611","16.968155","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"612","16.969066","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=160, FN=0, Flags=.p....F.C"
"613","16.969075","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"614","17.001057","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=161, FN=0, Flags=........C, BI=100, SSID=Coherer"
"615","17.103110","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=162, FN=0, Flags=........C, BI=100, SSID=Coherer"
"616","17.206053","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=163, FN=0, Flags=........C, BI=100, SSID=Coherer"
"617","17.308032","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=164, FN=0, Flags=........C, BI=100, SSID=Coherer"
"618","17.410009","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=165, FN=0, Flags=........C, BI=100, SSID=Coherer"
"619","17.513047","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=166, FN=0, Flags=........C, BI=100, SSID=Coherer"
"620","17.614046","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"621","17.614954","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=168, FN=0, Flags=........C, BI=100, SSID=Coherer"
"622","17.717998","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=169, FN=0, Flags=........C, BI=100, SSID=Coherer"
"623","17.762937","54:63:6b:d4:80:65","92:f3:65:74:d2:db","802.11","70","Unrecognized (Reserved frame), SN=684, FN=2, Flags=o.mPR..TC"
"624","17.819930","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=171, FN=0, Flags=........C, BI=100, SSID=Coherer"
"625","17.922904","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=173, FN=0, Flags=........C, BI=100, SSID=Coherer"
"626","18.024911","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=174, FN=0, Flags=........C, BI=100, SSID=Coherer"
